experiment,response_id,participant_hashed_id,child_hashed_id,date_created,completed,is_preview,child_age_rounded,child_gender,condition,phase,scenario,scenario_object,video,question_type,response,rt_ms
exp1,426187,T7TMWH,J5EQHc,2026-04-16,False,False,1980,f,1,test,scenario_2,balloon,balloon_pop_caused,pop_caused,distal,8487
exp1,426187,T7TMWH,J5EQHc,2026-04-16,False,False,1980,f,1,test,scenario_2,balloon,balloon_pop_lexical,pop_lexical,proximal,6247
exp1,427952,Rd2H2W,BNJ7ER,2026-04-20,True,False,2400,m,3,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,55194
exp1,427952,Rd2H2W,BNJ7ER,2026-04-20,True,False,2400,m,3,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,22462
exp1,427952,Rd2H2W,BNJ7ER,2026-04-20,True,False,2400,m,3,test,scenario_1,drum,drum_angry_lexical,angry_lexical,distal,8774
exp1,427952,Rd2H2W,BNJ7ER,2026-04-20,True,False,2400,m,3,test,scenario_1,drum,drum_angry_caused,angry_caused,distal,8757
exp1,427952,Rd2H2W,BNJ7ER,2026-04-20,True,False,2400,m,3,test,scenario_1,drum,drum_break_lexical,break_lexical,proximal,7029
exp1,427952,Rd2H2W,BNJ7ER,2026-04-20,True,False,2400,m,3,test,scenario_1,drum,drum_break_caused,break_caused,distal,7779
exp1,427952,Rd2H2W,BNJ7ER,2026-04-20,True,False,2400,m,3,test,scenario_2,balloon,balloon_sad_lexical,sad_lexical,proximal,13323
exp1,427952,Rd2H2W,BNJ7ER,2026-04-20,True,False,2400,m,3,test,scenario_2,balloon,balloon_sad_caused,sad_caused,distal,7310
exp1,427952,Rd2H2W,BNJ7ER,2026-04-20,True,False,2400,m,3,test,scenario_2,balloon,balloon_pop_lexical,pop_lexical,proximal,7714
exp1,427952,Rd2H2W,BNJ7ER,2026-04-20,True,False,2400,m,3,test,scenario_2,balloon,balloon_pop_caused,pop_caused,proximal,9694
exp1,427956,ZRJ3E4,DdVP26,2026-04-20,True,False,2310,m,3,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,63135
exp1,427956,ZRJ3E4,DdVP26,2026-04-20,True,False,2310,m,3,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,26616
exp1,427956,ZRJ3E4,DdVP26,2026-04-20,True,False,2310,m,3,test,scenario_1,drum,drum_angry_lexical,angry_lexical,distal,11790
exp1,427956,ZRJ3E4,DdVP26,2026-04-20,True,False,2310,m,3,test,scenario_1,drum,drum_angry_caused,angry_caused,distal,9701
exp1,427956,ZRJ3E4,DdVP26,2026-04-20,True,False,2310,m,3,test,scenario_1,drum,drum_break_lexical,break_lexical,distal,7676
exp1,427956,ZRJ3E4,DdVP26,2026-04-20,True,False,2310,m,3,test,scenario_1,drum,drum_break_caused,break_caused,distal,6396
exp1,427956,ZRJ3E4,DdVP26,2026-04-20,True,False,2310,m,3,test,scenario_2,balloon,balloon_sad_lexical,sad_lexical,distal,6919
exp1,427956,ZRJ3E4,DdVP26,2026-04-20,True,False,2310,m,3,test,scenario_2,balloon,balloon_sad_caused,sad_caused,distal,6638
exp1,427956,ZRJ3E4,DdVP26,2026-04-20,True,False,2310,m,3,test,scenario_2,balloon,balloon_pop_lexical,pop_lexical,proximal,7854
exp1,427956,ZRJ3E4,DdVP26,2026-04-20,True,False,2310,m,3,test,scenario_2,balloon,balloon_pop_caused,pop_caused,distal,6437
exp1,427962,Rd2H2W,25LCXH,2026-04-20,True,False,1860,f,0,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,52414
exp1,427962,Rd2H2W,25LCXH,2026-04-20,True,False,1860,f,0,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,22363
exp1,427962,Rd2H2W,25LCXH,2026-04-20,True,False,1860,f,0,test,scenario_1,drum,drum_break_caused,break_caused,distal,7059
exp1,427962,Rd2H2W,25LCXH,2026-04-20,True,False,1860,f,0,test,scenario_1,drum,drum_break_lexical,break_lexical,proximal,5054
exp1,427962,Rd2H2W,25LCXH,2026-04-20,True,False,1860,f,0,test,scenario_1,drum,drum_angry_caused,angry_caused,distal,6838
exp1,427962,Rd2H2W,25LCXH,2026-04-20,True,False,1860,f,0,test,scenario_1,drum,drum_angry_lexical,angry_lexical,distal,8294
exp1,427962,Rd2H2W,25LCXH,2026-04-20,True,False,1860,f,0,test,scenario_2,balloon,balloon_pop_caused,pop_caused,distal,6854
exp1,427962,Rd2H2W,25LCXH,2026-04-20,True,False,1860,f,0,test,scenario_2,balloon,balloon_pop_lexical,pop_lexical,proximal,5052
exp1,427962,Rd2H2W,25LCXH,2026-04-20,True,False,1860,f,0,test,scenario_2,balloon,balloon_sad_caused,sad_caused,distal,6625
exp1,427962,Rd2H2W,25LCXH,2026-04-20,True,False,1860,f,0,test,scenario_2,balloon,balloon_sad_lexical,sad_lexical,proximal,5950
exp1,427969,WW2HYE,BEBEG5,2026-04-20,True,False,2220,m,1,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,55312
exp1,427969,WW2HYE,BEBEG5,2026-04-20,True,False,2220,m,1,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,22928
exp1,427969,WW2HYE,BEBEG5,2026-04-20,True,False,2220,m,1,test,scenario_1,drum,drum_angry_caused,angry_caused,proximal,10029
exp1,427969,WW2HYE,BEBEG5,2026-04-20,True,False,2220,m,1,test,scenario_1,drum,drum_angry_lexical,angry_lexical,proximal,6698
exp1,427969,WW2HYE,BEBEG5,2026-04-20,True,False,2220,m,1,test,scenario_1,drum,drum_break_caused,break_caused,proximal,6280
exp1,427969,WW2HYE,BEBEG5,2026-04-20,True,False,2220,m,1,test,scenario_1,drum,drum_break_lexical,break_lexical,proximal,5965
exp1,427969,WW2HYE,BEBEG5,2026-04-20,True,False,2220,m,1,test,scenario_2,balloon,balloon_sad_caused,sad_caused,proximal,9496
exp1,427969,WW2HYE,BEBEG5,2026-04-20,True,False,2220,m,1,test,scenario_2,balloon,balloon_sad_lexical,sad_lexical,proximal,7865
exp1,427969,WW2HYE,BEBEG5,2026-04-20,True,False,2220,m,1,test,scenario_2,balloon,balloon_pop_caused,pop_caused,proximal,6298
exp1,427969,WW2HYE,BEBEG5,2026-04-20,True,False,2220,m,1,test,scenario_2,balloon,balloon_pop_lexical,pop_lexical,proximal,5248
exp1,427973,LRARE6,VNG6TS,2026-04-20,True,False,2400,f,7,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,55354
exp1,427973,LRARE6,VNG6TS,2026-04-20,True,False,2400,f,7,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,22040
exp1,427973,LRARE6,VNG6TS,2026-04-20,True,False,2400,f,7,test,scenario_1,balloon,balloon_sad_lexical,sad_lexical,distal,9390
exp1,427973,LRARE6,VNG6TS,2026-04-20,True,False,2400,f,7,test,scenario_1,balloon,balloon_sad_caused,sad_caused,distal,7914
exp1,427973,LRARE6,VNG6TS,2026-04-20,True,False,2400,f,7,test,scenario_1,balloon,balloon_pop_lexical,pop_lexical,proximal,6964
exp1,427973,LRARE6,VNG6TS,2026-04-20,True,False,2400,f,7,test,scenario_1,balloon,balloon_pop_caused,pop_caused,proximal,7257
exp1,427973,LRARE6,VNG6TS,2026-04-20,True,False,2400,f,7,test,scenario_2,drum,drum_angry_lexical,angry_lexical,proximal,6602
exp1,427973,LRARE6,VNG6TS,2026-04-20,True,False,2400,f,7,test,scenario_2,drum,drum_angry_caused,angry_caused,proximal,6691
exp1,427973,LRARE6,VNG6TS,2026-04-20,True,False,2400,f,7,test,scenario_2,drum,drum_break_lexical,break_lexical,proximal,5427
exp1,427973,LRARE6,VNG6TS,2026-04-20,True,False,2400,f,7,test,scenario_2,drum,drum_break_caused,break_caused,proximal,6306
exp1,428011,QUYJNR,EKDB26,2026-04-20,False,False,2430,m,3,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,53095
exp1,428011,QUYJNR,EKDB26,2026-04-20,False,False,2430,m,3,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,26729
exp1,428011,QUYJNR,EKDB26,2026-04-20,False,False,2430,m,3,test,scenario_1,drum,drum_angry_lexical,angry_lexical,distal,8064
exp1,428011,QUYJNR,EKDB26,2026-04-20,False,False,2430,m,3,test,scenario_1,drum,drum_angry_caused,angry_caused,distal,8561
exp1,428011,QUYJNR,EKDB26,2026-04-20,False,False,2430,m,3,test,scenario_1,drum,drum_break_lexical,break_lexical,proximal,5096
exp1,428011,QUYJNR,EKDB26,2026-04-20,False,False,2430,m,3,test,scenario_1,drum,drum_break_caused,break_caused,distal,8849
exp1,428011,QUYJNR,EKDB26,2026-04-20,False,False,2430,m,3,test,scenario_2,balloon,balloon_sad_lexical,sad_lexical,proximal,8946
exp1,428011,QUYJNR,EKDB26,2026-04-20,False,False,2430,m,3,test,scenario_2,balloon,balloon_sad_caused,sad_caused,distal,7796
exp1,428011,QUYJNR,EKDB26,2026-04-20,False,False,2430,m,3,test,scenario_2,balloon,balloon_pop_lexical,pop_lexical,proximal,10073
exp1,428011,QUYJNR,EKDB26,2026-04-20,False,False,2430,m,3,test,scenario_2,balloon,balloon_pop_caused,pop_caused,distal,6427
exp1,428017,HSFZMK,DVdcEN,2026-04-20,True,False,1920,m,1,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,58637
exp1,428017,HSFZMK,DVdcEN,2026-04-20,True,False,1920,m,1,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,25445
exp1,428017,HSFZMK,DVdcEN,2026-04-20,True,False,1920,m,1,test,scenario_1,drum,drum_angry_caused,angry_caused,distal,10826
exp1,428017,HSFZMK,DVdcEN,2026-04-20,True,False,1920,m,1,test,scenario_1,drum,drum_angry_lexical,angry_lexical,distal,6925
exp1,428017,HSFZMK,DVdcEN,2026-04-20,True,False,1920,m,1,test,scenario_1,drum,drum_break_caused,break_caused,distal,7199
exp1,428017,HSFZMK,DVdcEN,2026-04-20,True,False,1920,m,1,test,scenario_1,drum,drum_break_lexical,break_lexical,proximal,5219
exp1,428017,HSFZMK,DVdcEN,2026-04-20,True,False,1920,m,1,test,scenario_2,balloon,balloon_sad_caused,sad_caused,distal,10786
exp1,428017,HSFZMK,DVdcEN,2026-04-20,True,False,1920,m,1,test,scenario_2,balloon,balloon_sad_lexical,sad_lexical,distal,10499
exp1,428017,HSFZMK,DVdcEN,2026-04-20,True,False,1920,m,1,test,scenario_2,balloon,balloon_pop_caused,pop_caused,distal,6814
exp1,428017,HSFZMK,DVdcEN,2026-04-20,True,False,1920,m,1,test,scenario_2,balloon,balloon_pop_lexical,pop_lexical,proximal,6259
exp1,428042,PBKc6V,4SRKHH,2026-04-20,True,False,2100,m,2,warmup,warmup,warmup,warmup_part1_bird_question,warmup,cat,53934
exp1,428042,PBKc6V,4SRKHH,2026-04-20,True,False,2100,m,2,warmup,warmup,warmup,warmup_part1_fish_question,warmup,pig,25605
exp1,428042,PBKc6V,4SRKHH,2026-04-20,True,False,2100,m,2,test,scenario_1,drum,drum_break_lexical,break_lexical,proximal,7408
exp1,428042,PBKc6V,4SRKHH,2026-04-20,True,False,2100,m,2,test,scenario_1,drum,drum_break_caused,break_caused,distal,7172
exp1,428042,PBKc6V,4SRKHH,2026-04-20,True,False,2100,m,2,test,scenario_1,drum,drum_angry_lexical,angry_lexical,proximal,14931
exp1,428042,PBKc6V,4SRKHH,2026-04-20,True,False,2100,m,2,test,scenario_1,drum,drum_angry_caused,angry_caused,distal,7913
exp1,428042,PBKc6V,4SRKHH,2026-04-20,True,False,2100,m,2,test,scenario_2,balloon,balloon_pop_lexical,pop_lexical,distal,9814
exp1,428042,PBKc6V,4SRKHH,2026-04-20,True,False,2100,m,2,test,scenario_2,balloon,balloon_pop_caused,pop_caused,proximal,7346
exp1,428042,PBKc6V,4SRKHH,2026-04-20,True,False,2100,m,2,test,scenario_2,balloon,balloon_sad_lexical,sad_lexical,distal,10059
exp1,428042,PBKc6V,4SRKHH,2026-04-20,True,False,2100,m,2,test,scenario_2,balloon,balloon_sad_caused,sad_caused,proximal,7385
exp1,428104,6WDW44,M46FDR,2026-04-20,True,False,1920,m,0,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,58347
exp1,428104,6WDW44,M46FDR,2026-04-20,True,False,1920,m,0,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,26765
exp1,428104,6WDW44,M46FDR,2026-04-20,True,False,1920,m,0,test,scenario_1,drum,drum_break_caused,break_caused,distal,11164
exp1,428104,6WDW44,M46FDR,2026-04-20,True,False,1920,m,0,test,scenario_1,drum,drum_break_lexical,break_lexical,proximal,10933
exp1,428104,6WDW44,M46FDR,2026-04-20,True,False,1920,m,0,test,scenario_1,drum,drum_angry_caused,angry_caused,distal,11215
exp1,428104,6WDW44,M46FDR,2026-04-20,True,False,1920,m,0,test,scenario_1,drum,drum_angry_lexical,angry_lexical,proximal,20131
exp1,428104,6WDW44,M46FDR,2026-04-20,True,False,1920,m,0,test,scenario_2,balloon,balloon_pop_caused,pop_caused,distal,19647
exp1,428104,6WDW44,M46FDR,2026-04-20,True,False,1920,m,0,test,scenario_2,balloon,balloon_pop_lexical,pop_lexical,proximal,10331
exp1,428104,6WDW44,M46FDR,2026-04-20,True,False,1920,m,0,test,scenario_2,balloon,balloon_sad_caused,sad_caused,distal,15282
exp1,428104,6WDW44,M46FDR,2026-04-20,True,False,1920,m,0,test,scenario_2,balloon,balloon_sad_lexical,sad_lexical,proximal,8115
exp1,428108,2TJV2W,cPPF6A,2026-04-21,True,False,2070,f,0,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,54929
exp1,428108,2TJV2W,cPPF6A,2026-04-21,True,False,2070,f,0,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,23713
exp1,428108,2TJV2W,cPPF6A,2026-04-21,True,False,2070,f,0,test,scenario_1,drum,drum_break_caused,break_caused,distal,11480
exp1,428108,2TJV2W,cPPF6A,2026-04-21,True,False,2070,f,0,test,scenario_1,drum,drum_break_lexical,break_lexical,proximal,7014
exp1,428108,2TJV2W,cPPF6A,2026-04-21,True,False,2070,f,0,test,scenario_1,drum,drum_angry_caused,angry_caused,proximal,12530
exp1,428108,2TJV2W,cPPF6A,2026-04-21,True,False,2070,f,0,test,scenario_1,drum,drum_angry_lexical,angry_lexical,distal,7247
exp1,428108,2TJV2W,cPPF6A,2026-04-21,True,False,2070,f,0,test,scenario_2,balloon,balloon_pop_caused,pop_caused,proximal,9031
exp1,428108,2TJV2W,cPPF6A,2026-04-21,True,False,2070,f,0,test,scenario_2,balloon,balloon_pop_lexical,pop_lexical,proximal,7181
exp1,428108,2TJV2W,cPPF6A,2026-04-21,True,False,2070,f,0,test,scenario_2,balloon,balloon_sad_caused,sad_caused,distal,7830
exp1,428108,2TJV2W,cPPF6A,2026-04-21,True,False,2070,f,0,test,scenario_2,balloon,balloon_sad_lexical,sad_lexical,proximal,8330
exp1,428166,5PRH2X,LDZPK3,2026-04-21,True,False,2160,f,5,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,59607
exp1,428166,5PRH2X,LDZPK3,2026-04-21,True,False,2160,f,5,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,24190
exp1,428166,5PRH2X,LDZPK3,2026-04-21,True,False,2160,f,5,test,scenario_1,balloon,balloon_sad_caused,sad_caused,proximal,15868
exp1,428166,5PRH2X,LDZPK3,2026-04-21,True,False,2160,f,5,test,scenario_1,balloon,balloon_sad_lexical,sad_lexical,proximal,13290
exp1,428166,5PRH2X,LDZPK3,2026-04-21,True,False,2160,f,5,test,scenario_1,balloon,balloon_pop_caused,pop_caused,distal,8802
exp1,428166,5PRH2X,LDZPK3,2026-04-21,True,False,2160,f,5,test,scenario_1,balloon,balloon_pop_lexical,pop_lexical,proximal,11737
exp1,428166,5PRH2X,LDZPK3,2026-04-21,True,False,2160,f,5,test,scenario_2,drum,drum_angry_caused,angry_caused,distal,11025
exp1,428166,5PRH2X,LDZPK3,2026-04-21,True,False,2160,f,5,test,scenario_2,drum,drum_angry_lexical,angry_lexical,distal,15018
exp1,428166,5PRH2X,LDZPK3,2026-04-21,True,False,2160,f,5,test,scenario_2,drum,drum_break_caused,break_caused,distal,7180
exp1,428166,5PRH2X,LDZPK3,2026-04-21,True,False,2160,f,5,test,scenario_2,drum,drum_break_lexical,break_lexical,distal,6346
exp1,428220,X4J57N,ECUAYL,2026-04-21,False,False,2520,o,5,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,55449
exp1,428220,X4J57N,ECUAYL,2026-04-21,False,False,2520,o,5,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,26566
exp1,428220,X4J57N,ECUAYL,2026-04-21,False,False,2520,o,5,test,scenario_1,balloon,balloon_sad_caused,sad_caused,distal,13378
exp1,428220,X4J57N,ECUAYL,2026-04-21,False,False,2520,o,5,test,scenario_1,balloon,balloon_sad_lexical,sad_lexical,proximal,40316
exp1,428220,X4J57N,ECUAYL,2026-04-21,False,False,2520,o,5,test,scenario_1,balloon,balloon_pop_caused,pop_caused,proximal,8882
exp1,428220,X4J57N,ECUAYL,2026-04-21,False,False,2520,o,5,test,scenario_1,balloon,balloon_pop_lexical,pop_lexical,proximal,6165
exp1,428220,X4J57N,ECUAYL,2026-04-21,False,False,2520,o,5,test,scenario_2,drum,drum_angry_caused,angry_caused,distal,12081
exp1,428220,X4J57N,ECUAYL,2026-04-21,False,False,2520,o,5,test,scenario_2,drum,drum_angry_lexical,angry_lexical,distal,7732
exp1,428220,X4J57N,ECUAYL,2026-04-21,False,False,2520,o,5,test,scenario_2,drum,drum_break_caused,break_caused,distal,6215
exp1,428220,X4J57N,ECUAYL,2026-04-21,False,False,2520,o,5,test,scenario_2,drum,drum_break_lexical,break_lexical,proximal,5733
exp1,428252,TNNdcK,CLBYVH,2026-04-21,False,False,2400,m,5,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,60129
exp1,428252,TNNdcK,CLBYVH,2026-04-21,False,False,2400,m,5,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,23417
exp1,428252,TNNdcK,CLBYVH,2026-04-21,False,False,2400,m,5,test,scenario_1,balloon,balloon_sad_caused,sad_caused,proximal,13484
exp1,428252,TNNdcK,CLBYVH,2026-04-21,False,False,2400,m,5,test,scenario_1,balloon,balloon_sad_lexical,sad_lexical,distal,24151
exp1,428252,TNNdcK,CLBYVH,2026-04-21,False,False,2400,m,5,test,scenario_1,balloon,balloon_pop_caused,pop_caused,proximal,9272
exp1,428252,TNNdcK,CLBYVH,2026-04-21,False,False,2400,m,5,test,scenario_1,balloon,balloon_pop_lexical,pop_lexical,proximal,8897
exp1,428252,TNNdcK,CLBYVH,2026-04-21,False,False,2400,m,5,test,scenario_2,drum,drum_angry_caused,angry_caused,proximal,13550
exp1,428252,TNNdcK,CLBYVH,2026-04-21,False,False,2400,m,5,test,scenario_2,drum,drum_angry_lexical,angry_lexical,proximal,7948
exp1,428252,TNNdcK,CLBYVH,2026-04-21,False,False,2400,m,5,test,scenario_2,drum,drum_break_caused,break_caused,proximal,7525
exp1,428252,TNNdcK,CLBYVH,2026-04-21,False,False,2400,m,5,test,scenario_2,drum,drum_break_lexical,break_lexical,proximal,6507
exp1,428291,L7DYHD,FYZD7F,2026-04-21,True,False,2130,m,3,warmup,warmup,warmup,warmup_part1_bird_question,warmup,bird,52969
exp1,428291,L7DYHD,FYZD7F,2026-04-21,True,False,2130,m,3,warmup,warmup,warmup,warmup_part1_fish_question,warmup,fish,22539
exp1,428291,L7DYHD,FYZD7F,2026-04-21,True,False,2130,m,3,test,scenario_1,drum,drum_angry_lexical,angry_lexical,distal,18275
exp1,428291,L7DYHD,FYZD7F,2026-04-21,True,False,2130,m,3,test,scenario_1,drum,drum_angry_caused,angry_caused,proximal,9133
exp1,428291,L7DYHD,FYZD7F,2026-04-21,True,False,2130,m,3,test,scenario_1,drum,drum_break_lexical,break_lexical,proximal,9811
exp1,428291,L7DYHD,FYZD7F,2026-04-21,True,False,2130,m,3,test,scenario_1,drum,drum_break_caused,break_caused,proximal,12739
exp1,428291,L7DYHD,FYZD7F,2026-04-21,True,False,2130,m,3,test,scenario_2,balloon,balloon_sad_lexical,sad_lexical,distal,15018
exp1,428291,L7DYHD,FYZD7F,2026-04-21,True,False,2130,m,3,test,scenario_2,balloon,balloon_sad_caused,sad_caused,proximal,8974
exp1,428291,L7DYHD,FYZD7F,2026-04-21,True,False,2130,m,3,test,scenario_2,balloon,balloon_pop_lexical,pop_lexical,proximal,5578
